page	event	quadrant	sample_name	position	oscillating_cn_2&3_states	cn_segments	image_path
186	3	Lower_Left	AOCS-120		84, 2		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_186_part_3.png
186	4	Lower_Right	AOCS-120		84, 2		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_186_part_4.png
187	1	Upper_Left	AOCS-128		37, 3		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_187_part_1.png
187	2	Upper_Right	AOCS-128		37, 3		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_187_part_2.png
187	3	Lower_Left	AOCS-138		65, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_187_part_3.png
187	4	Lower_Right	AOCS-158		94, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_187_part_4.png
188	1	Upper_Left	AOCS-167		81, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_188_part_1.png
188	2	Upper_Right	AOCS-171		76, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_188_part_2.png
188	3	Lower_Left	AOCS-171		76, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_188_part_3.png
188	4	Lower_Right	098acb76-0bf5-44e5-bcae-f919cf5fa5e5		82, 3		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_188_part_4.png
189	1	Upper_Left	206ce0ed-36a4-47ab-ac8e-f6fca6ac5c18		75, 2		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_189_part_1.png
189	2	Upper_Right	2b14123b-8fcd-402c-9399-4e7c47f20252		77, 3		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_189_part_2.png
189	3	Lower_Left	4eac2c98-86d2-4ee6-a1d3-157d013c78dc		92, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_189_part_3.png
189	4	Lower_Right	6d10d4ee-6331-4bba-93bc-a7b64cc0b22a		87, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_189_part_4.png
190	1	Upper_Left	a5030259-cf9c-4a58-8710-b9da8ee59320		89, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_190_part_1.png
190	2	Upper_Right	c8febeef-8e7e-459e-88cb-8086692dc559		9, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_190_part_2.png
190	3	Lower_Left	f5033d52-ec36-4e67-88d8-b6d898b81b2f		87, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_190_part_3.png
190	4	Lower_Right	ff530f28-0ec0-4494-bb54-44bb055bae1c		7, 3		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_190_part_4.png
191	1	Upper_Left	ICGC_0006		41, 3		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_191_part_1.png
191	2	Upper_Right	ICGC_0124		36, 2		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_191_part_2.png
191	3	Lower_Left	ICGC_0140		85, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_191_part_3.png
191	4	Lower_Right	ICGC_0201		43, 3		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_191_part_4.png
192	1	Upper_Left	ICGC_0227		37, 3		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_192_part_1.png
192	2	Upper_Right	ICGC_0543		53, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_192_part_2.png
192	3	Lower_Left	PCSI_0078		7, 2		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_192_part_3.png
192	4	Lower_Right	PCSI_0109		42, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_192_part_4.png
193	1	Upper_Left	PCSI_0161		63, 2		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_193_part_1.png
193	2	Upper_Right	PCSI_0161		63, 2		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_193_part_2.png
193	3	Lower_Left	PCSI_0218		64, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_193_part_3.png
193	4	Lower_Right	PCSI_0285		56, 3		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_193_part_4.png
194	1	Upper_Left	PCSI_0334		78, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_194_part_1.png
194	2	Upper_Right	PCSI_0456		8, 3		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_194_part_2.png
194	3	Lower_Left	PCSI_0457		74, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_194_part_3.png
194	4	Lower_Right	PCSI_0468		79, 3		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_194_part_4.png
195	1	Upper_Left	PCSI_0492		65, 2		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_195_part_1.png
195	2	Upper_Right	PCSI_0504		75, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_195_part_2.png
195	3	Lower_Left	PCSI_0504		75, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_195_part_3.png
195	4	Lower_Right	PCSI_0528		52, 3		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_195_part_4.png
196	1	Upper_Left	ITNET-0100		95, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_196_part_1.png
196	2	Upper_Right	EOPC-01		53, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_196_part_2.png
196	3	Lower_Left	EOPC-01		53, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_196_part_3.png
196	4	Lower_Right	EOPC-04		58, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_196_part_4.png
197	1	Upper_Left	EOPC-04		58, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_197_part_1.png
197	2	Upper_Right	EOPC-09		39, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_197_part_2.png
197	3	Lower_Left	CPCG0046		66, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_197_part_3.png
197	4	Lower_Right	CPCG0046		66, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_197_part_4.png
198	1	Upper_Left	CPCG0057		56, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_198_part_1.png
198	2	Upper_Right	CPCG0057		56, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_198_part_2.png
198	3	Lower_Left	CPCG0057		56, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_198_part_3.png
198	4	Lower_Right	CPCG0057		56, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_198_part_4.png
199	1	Upper_Left	CPCG0094		46, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_199_part_1.png
199	2	Upper_Right	CPCG0102		24, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_199_part_2.png
199	3	Lower_Left	CPCG0121		36, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_199_part_3.png
199	4	Lower_Right	CPCG0121		36, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_199_part_4.png
200	1	Upper_Left	CPCG0213		49, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_200_part_1.png
200	2	Upper_Right	CPCG0213		49, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_200_part_2.png
200	3	Lower_Left	CPCG0213		49, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_200_part_3.png
200	4	Lower_Right	CPCG0234		97, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_200_part_4.png
201	1	Upper_Left	CPCG0250		26, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_201_part_1.png
201	2	Upper_Right	CPCG0250		26, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_201_part_2.png
201	3	Lower_Left	CPCG0250		26, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_201_part_3.png
201	4	Lower_Right	CPCG0250		26, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_201_part_4.png
202	1	Upper_Left	CPCG0266		51, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_202_part_1.png
202	2	Upper_Right	CPCG0266		51, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_202_part_2.png
202	3	Lower_Left	CPCG0266		51, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_202_part_3.png
202	4	Lower_Right	CPCG0266		51, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_202_part_4.png
203	1	Upper_Left	CPCG0339		97, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_203_part_1.png
203	2	Upper_Right	CPCG0341		55, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_203_part_2.png
203	3	Lower_Left	CPCG0345		49, 2		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_203_part_3.png
203	4	Lower_Right	CPCG0345		49, 2		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_203_part_4.png
204	1	Upper_Left	CPCG0371		55, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_204_part_1.png
204	2	Upper_Right	CPCG0371		55, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_204_part_2.png
204	3	Lower_Left	0078_CRUK_PC_0078		28, 1		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_204_part_3.png
204	4	Lower_Right	A10-0015_CRUK_PC_0015		28, 45		/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_204_part_4.png
